venue	lon	lat	countryCode	place	venueLabel	placeLabel	osm_way	website	address	eventVenueType	eventVenueTypeLabel	osm_node	osm_relation
Q3269914	23.318889	42.684722	BG	Q3658300	National Palace of Culture	Triaditsa District		http://www.ndk.bg		Q1329623	cultural center		
Q3269914	23.318889	42.684722	BG	Q3658300	National Palace of Culture	Triaditsa District		http://www.ndk.bg		Q1378975	convention center		
Q3272106	14.42582	50.08113	CZ	Q973974	Palác Lucerna	Prague 1		https://www.lucerna.cz/	Štěpánská 704/61	Q1329623	cultural center		
Q3272106	14.42582	50.08113	CZ	Q753219	Palác Lucerna	New Town		https://www.lucerna.cz/	Vodičkova 704/36	Q1329623	cultural center		
Q3272106	14.42582	50.08113	CZ	Q973974	Palác Lucerna	Prague 1		https://www.lucerna.cz/	Vodičkova 704/36	Q1329623	cultural center		
Q3272106	14.42582	50.08113	CZ	Q753219	Palác Lucerna	New Town		https://www.lucerna.cz/	Štěpánská 704/61	Q1329623	cultural center		
Q3272779	5.7329106	45.1722662	FR	Q1289	Maison de la Culture de Grenoble	Grenoble				Q1329623	cultural center		
Q327568	-5.35332	36.13558	GB	Q1410	John Mackintosh Hall	Gibraltar				Q1329623	cultural center		
Q3277433	-43.41333333	-22.97916667	BR	Q808789	Riocentro	Barra da Tijuca		https://www.riocentro.com.br/		Q1378975	convention center		
Q3278725			BE	Q83407	Maison Folie	Mons				Q1329623	cultural center		
Q3279689	2.316837	48.860056	FR	Q259463	Maison de la Chimie	7th arrondissement of Paris		https://maisondelachimie.com		Q1378975	convention center		
Q3279695	2.39914	47.0792	FR	Q132404	Maison de la Culture de Bourges	Bourges		http://www.mcbourges.com		Q1329623	cultural center		
Q3279696	3.1605556	46.9861111	FR	Q166997	Maison de la culture de Nevers et de la Nièvre	Nevers		https://maisonculture.fr/	2 boulevard Pierre-de-Coubertin, 58000 Nevers	Q1329623	cultural center		
Q3279717	2.3505555555556	48.84875	FR	Q238723	Maison de la Mutualité	5th arrondissement of Paris		https://www.maisondelamutualite.com/		Q1378975	convention center		
Q3279724	2.3518572467501	48.862289878714	FR	Q223140	Maison de la Poésie	3rd arrondissement of Paris		http://www.maisondelapoesieparis.com/		Q1329623	cultural center		
Q3279750	-73.6619	45.5534	CA	Q340	Maison de la culture Ahuntsic-Cartierville	Montréal		http://mcahuntsic.com/	10300, rue Lajeunesse, 1er étage	Q1329623	cultural center		
Q3279750	-73.6619	45.5534	CA	Q403031	Maison de la culture Ahuntsic-Cartierville	Ahuntsic-Cartierville		http://mcahuntsic.com/	10300, rue Lajeunesse, 1er étage	Q1329623	cultural center		
Q3279755	-73.5957224	45.4576584	CA	Q340	Maison de la culture Marie-Uguay	Montréal		http://www.ville.montreal.qc.ca/sud-ouest/marie-uguay	6052, boulevard Monk, Montréal (Québec), H4E 3H6	Q1329623	cultural center		
Q3279755	-73.5957224	45.4576584	CA	Q340	Maison de la culture Marie-Uguay	Montréal		http://www.ville.montreal.qc.ca/sud-ouest/marie-uguay	6052, boulevard Monk	Q1329623	cultural center		
Q3279755	-73.5957224	45.4576584	CA	Q340	Maison de la culture Marie-Uguay	Montréal		https://montreal.ca/lieux/maison-de-la-culture-marie-uguay	6052, boulevard Monk, Montréal (Québec), H4E 3H6	Q1329623	cultural center		
Q3279755	-73.5957224	45.4576584	CA	Q340	Maison de la culture Marie-Uguay	Montréal		https://montreal.ca/lieux/maison-de-la-culture-marie-uguay	6052, boulevard Monk	Q1329623	cultural center		
Q3279760	-73.495	45.6681	CA	Q340	Maison de la culture Pointe-aux-Trembles	Montréal		https://montreal.ca/riviere-des-prairies-pointe-aux-trembles	14001, rue Notre-Dame Est, Montréal (Québec), H1A 1T9	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		https://montreal.ca/lieux/maison-de-la-culture-de-rosemont-la-petite-patrie	6707, rue de Lorimier	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		http://www.ville.montreal.qc.ca/culture/maison-de-la-culture-rosemont-la-petite-patrie	6707, avenue De Lorimier, Montréal (Québec), H2G 2P8	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		http://www.ville.montreal.qc.ca/culture/maison-de-la-culture-rosemont-la-petite-patrie	6707, rue de Lorimier, Montréal, Québec, H2G 2P8	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		http://www.ville.montreal.qc.ca/culture/maison-de-la-culture-rosemont-la-petite-patrie	6707, rue de Lorimier	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		https://rpp.accesculture.com	6707, rue de Lorimier, Montréal, Québec, H2G 2P8	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		https://rpp.accesculture.com	6707, rue de Lorimier	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		https://montreal.ca/lieux/maison-de-la-culture-de-rosemont-la-petite-patrie	6707, avenue De Lorimier, Montréal (Québec), H2G 2P8	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		https://montreal.ca/lieux/maison-de-la-culture-de-rosemont-la-petite-patrie	6707, rue de Lorimier, Montréal, Québec, H2G 2P8	Q1329623	cultural center		
Q3279762	-73.5981	45.5472	CA	Q340	Maison de la culture Rosemont - La Petite-Patrie	Montréal		https://rpp.accesculture.com	6707, avenue De Lorimier, Montréal (Québec), H2G 2P8	Q1329623	cultural center		
Q3279764	4.9445297222222	45.7682	FR	Q1056120	Maison de la culture arménienne de Décines	Décines-Charpieu		http://www.mcadecines.com	15 Rue Du 24 Avril 1915, 69150 Décines-Charpieu	Q1329623	cultural center		
Q3279765	-73.6217	45.496	CA	Q340	Maison de la culture de Côte-des-Neiges	Montréal		https://www.accesculture.com/emplacement/maisondelaculturecotedesneiges	5290, chemin de la Côte-des-Neiges	Q1329623	cultural center		
Q3279765	-73.6217	45.496	CA	Q340	Maison de la culture de Côte-des-Neiges	Montréal		https://www.accesculture.com/emplacement/maisondelaculturecotedesneiges	5290, chemin de la Côte-des-Neiges, Montréal (Québec), H3T 1Y2	Q1329623	cultural center		
Q3279765	-73.6217	45.496	CA	Q340	Maison de la culture de Côte-des-Neiges	Montréal		https://montreal.ca/lieux/maison-de-la-culture-de-cote-des-neiges	5290, chemin de la Côte-des-Neiges	Q1329623	cultural center		
Q3279765	-73.6217	45.496	CA	Q340	Maison de la culture de Côte-des-Neiges	Montréal		https://montreal.ca/lieux/maison-de-la-culture-de-cote-des-neiges	5290, chemin de la Côte-des-Neiges, Montréal (Québec), H3T 1Y2	Q1329623	cultural center		
Q3279767	4.28916	45.3833	FR	Q387642	Cultural Centre of Firminy-Vert	Firminy	87564409	http://www.sitelecorbusier.com/fr/		Q1329623	cultural center		
Q3279925	5.18048	45.9029	FR	Q325826	Maison des arts contemporains de Pérouges	Pérouges				Q1329623	cultural center		
Q3279927	2.45417	48.7769	FR	Q46135	Maison des arts et de la culture André Malraux	Créteil		https://www.maccreteil.com/		Q1329623	cultural center		
Q3280275	-73.5669	45.5093	CA	Q340	Montreal Symphony House	Montréal		http://www.osm.ca		Q230752	auditorium		
Q32828602	-3.17609	56.19605	GB	Q201149	Rothes Halls	Fife		https://www.onfife.com/venues/rothes-halls	Rothes Square, Glenrothes, Fife, KY7 5NX, Scotland	Q1378975	convention center	2678620816	
Q32828650	0.19185277777778	51.270016666667	GB	Q939838	Stag Community Arts Centre	Sevenoaks		http://www.stagsevenoaks.co.uk/	London Road, Sevenoaks, Kent, TN13 1ZZ, England	Q1329623	cultural center		
Q32828708			GB	Q527423	Boo Theatre	Rossendale		http://www.horseandbamboo.org/	Bacup Road, Waterfoot, Rossendale, Lancashire, BB4 7HB, England	Q1329623	cultural center		
Q3285420	-115.177	36.0886	US	Q1227	Mandalay Bay Convention Center	Nevada		http://www.mandalaybayconventions.com/		Q1378975	convention center		
Q32859800			RU	Q649	Kino-Klub Eldar	Moscow		http://kinoklub-eldar.ru/		Q1329623	cultural center		
Q3287172	30.3024	59.934	RU	Q656	Saint Petersburg Manege	Saint Petersburg		http://www.manege.spb.ru/		Q1378975	convention center		11284410
Q3297457	-46.639587	-23.534803	BR	Q174	Estação Júlio Prestes	São Paulo			Praça Júlio Prestes 148, 01218-020 São Paulo	Q1329623	cultural center		
Q3297457	-46.639587	-23.534803	BR	Q9693127	Estação Júlio Prestes	Campos Elísios			Praça Júlio Prestes 148, 01218-020 São Paulo	Q1329623	cultural center		
Q3297457	-46.639587	-23.534803	BR	Q9693127	Estação Júlio Prestes	Campos Elísios			R. Mauá, nº 51 - Campos Elíseos	Q1329623	cultural center		
Q3297457	-46.639587	-23.534803	BR	Q174	Estação Júlio Prestes	São Paulo			R. Mauá, nº 51 - Campos Elíseos	Q1329623	cultural center		
Q33008701	-6.442086	54.422337	GB	Q4792580	Town Hall Theatre, Portadown	Armagh City, Banbridge and Craigavon		https://gatewaytheatre.wordpress.com/	15/17 Edward Street, Portadown, County Armagh, BT62 3LX, Northern Ireland	Q1329623	cultural center		
Q330375	2.345	48.87416667	FR	Q275118	Folies Bergère	9th arrondissement of Paris		http://www.foliesbergere.com		Q230752	auditorium	971476072	
Q3304958	144.954	-37.8256	AU	Q1919098	Melbourne Convention and Exhibition Centre	City of Melbourne		https://www.mcec.com.au/		Q1378975	convention center		6592787
Q3306201	19.822026	41.319226	AL	Q13037436	Palace of Congresses	Tirana municipality				Q1378975	convention center		
Q3306201	19.822026	41.319226	AL	Q13037436	Palace of Congresses	Tirana municipality				Q1329623	cultural center		
Q33062105	-1.0591138888889	54.245494444444	GB	Q2073801	Helmsley Arts Centre	Helmsley		http://www.helmsleyarts.co.uk/	The Old Meeting House, Bridge Street, Helmsley, North Yorkshire, YO62 5DW, England	Q1329623	cultural center		
Q33073324	-0.87193888888889	53.704441666667	GB	Q1000740	Junction, Goole	Goole		http://www.junctiongoole.co.uk/	Paradise Place, Goole, Yorkshire, DN14 5DL	Q1329623	cultural center		
Q33075125			GB	Q994925	Willows Arts Centre	Corby			Festival Hall Complex, George Street, Corby, Northamptonshire, NN17 1QB, England	Q1329623	cultural center		
Q33075143	-3.8281948	53.281754	GB	Q634054	Conwy Civic Hall	Conwy			Castle Street, Conwy, LL32 8AY, Wales	Q1329623	cultural center		
Q33082775	-7.32082	54.99447	GB	Q163584	The Playhouse, Derry	Derry		https://www.derryplayhouse.co.uk/	5-7 Artillery Street, Derry BT48 6RG, Northern Ireland	Q1329623	cultural center	2016432854	
Q33083965	-1.9685416666667	51.716005555556	GB	Q852772	New Brewery Arts	Cirencester		http://www.newbreweryarts.org.uk/	Brewery Court, Cirencester, Gloucestershire, GL7 1JH, England	Q1329623	cultural center		
Q33083974	-2.9963429	51.2379305	GB	Q4377383	Princess Theatre and Arts Centre	Burnham-on-Sea and Highbridge		http://www.princesstheatreandartscentre.co.uk/	Princess Street, Burnham-on-Sea, Somerset, TA8 1EH, England	Q1329623	cultural center		
Q33100105	4.441191	51.282242	BE	Q12892	CC Ekeren	Antwerp		https://www.252cc.be/	Veltwijcklaan 252	Q1329623	cultural center		
Q33100105	4.441213	51.282434	BE	Q12892	CC Ekeren	Antwerp		https://www.252cc.be/	Veltwijcklaan 252	Q1329623	cultural center		
Q33100108	4.231764	51.094287	BE	Q724025	CC Ter Dilft	Bornem	108898478	https://www.terdilft.be/	Sint-Amandsesteenweg 41-43	Q1329623	cultural center		
Q33100112	4.477822	51.027906	BE	Q162022	kc nOna	Mechelen		http://www.nona.be	Begijnenstraat 19-21	Q1329623	cultural center		
Q33100112	4.477822	51.027906	BE	Q162022	kc nOna	Mechelen		https://www.nona.be/	Begijnenstraat 19-21	Q1329623	cultural center		
Q33100116	5.061277	50.987856	BE	Q743236	CC Begijnhof	Diest			Kerkstraat-Begijnhof 4	Q1329623	cultural center		
Q33100122	4.372355	50.683856	BE	Q497572	Centre Culturel de Braine L'Alleud	Braine-l'Alleud		https://www.braineculture.be/	Rue Jules Hans 4	Q1329623	cultural center		
Q33100123	2.914204	51.229215	BE	Q12996	Café Koer	Ostend			Leopoldpark	Q1329623	cultural center		
Q33100126	5.512025	50.866153	BE	Q241898	CC De Kimpel	Bilzen		http://www.dekimpel.be/	Eikenlaan 25	Q1329623	cultural center		
Q33100128	3.738055	51.063113	BE	Q1296	DOK	Ghent		http://dokgent.be	Afrikalaan	Q1329623	cultural center		
Q33100128	3.738055	51.063113	BE	Q1296	DOK	Ghent		http://dokgent.be	Koopvaardijlaan	Q1329623	cultural center		
Q33100136	3.22468	51.220668	BE	Q12994	Schipperskapel	Bruges		http://shakalaka.be/	Komvest 38	Q1329623	cultural center		
Q33100137	3.886485	50.776588	BE	Q499532	De Abdij	Geraardsbergen		http://www.de-abdij.be/	Zonnebloemstraat 5	Q1329623	cultural center		
Q33100138	3.183889	50.808094	BE	Q392343	CC Guldenberg	Wevelgem		http://www.ccwevelgem.be/	Acaciastraat 1	Q1329623	cultural center		
Q33100141	5.373811	51.025908	BE	Q58780	Villa Basta	Hasselt		http://villabasta.be/	Centrum Zuid 1111	Q1329623	cultural center		
Q33100141	5.373811	51.025908	BE	Q478795	Villa Basta	Houthalen-Helchteren		http://villabasta.be/	Centrum Zuid 1111	Q1329623	cultural center		
Q33100141	5.373811	51.025908	BE	Q58780	Villa Basta	Hasselt		http://www.villabasta.be/	Centrum Zuid 1111	Q1329623	cultural center		
Q33100141	5.373811	51.025908	BE	Q478795	Villa Basta	Houthalen-Helchteren		http://www.villabasta.be/	Centrum Zuid 1111	Q1329623	cultural center		
Q33100145	4.138981	51.166875	BE	Q13127	CC Sint-Niklaas	Sint-Niklaas		https://www.ccsint-niklaas.be/	Paul Snoekstraat 1	Q1329623	cultural center		
Q33100149	3.593972	50.749717	BE	Q268219	Christen Volksbond	Ronse			Zonnestraat 27	Q1329623	cultural center		
Q33100151	2.876092	50.849318	BE	Q102728	CC Het Perron	Ypres		http://www.acci.be/	Fochlaan 1	Q1329623	cultural center		
Q33100153	3.129497	51.316419	BE	Q328104	CC-Casino Blankenberge	Blankenberge			Zeedijk 150	Q1329623	cultural center		
Q33100156	3.32197	50.997079	BE	Q651811	CC Gildhof	Tielt			Sint-Michielstraat 9	Q1329623	cultural center		
Q33100160	3.107342	50.792536	BE	Q213224	De Figuranten	Menen		http://www.defiguranten.be	Koningstraat 32	Q1329623	cultural center		
Q33100160	3.120485	50.797565	BE	Q213224	De Figuranten	Menen		http://www.defiguranten.be	Koningstraat 32	Q1329623	cultural center		
Q33100160	3.107342	50.792536	BE	Q213224	De Figuranten	Menen		http://www.defiguranten.be	Wervikstraat 209	Q1329623	cultural center		
Q33100160	3.120485	50.797565	BE	Q213224	De Figuranten	Menen		http://www.defiguranten.be	Wervikstraat 209	Q1329623	cultural center		
Q33100163	4.372945	51.190779	BE	Q12892	Co Nova	Antwerp		http://www.nova-kiel.be/	Schrijfstraat 105	Q1329623	cultural center		
Q33100164	4.275173	51.074394	BE	Q45202943	De Kollebloem	Puurs-Sint-Amands		http://www.ccdekollebloem.be/	Kloosterhof 1	Q1329623	cultural center		
Q33100170	4.537021	50.76984	BE	Q599127	CC Den Blank	Overijse		http://www.denblank.be/	Begijnhof 11	Q1329623	cultural center		
Q33100175	5.793979	50.639324	BE	Q683465	La Scène Bocage	Herve			Place de Hôtel de Ville 18	Q1329623	cultural center		
Q33100176	4.468115	51.226672	BE	Q12892	CD Podium	Antwerp		https://www.ccdeurne.be/	Frans Messingstraat 36	Q1329623	cultural center		
Q33100177	3.263803	50.82702	BE	Q12995	Limelight	Kortrijk		http://www.limelight-kortrijk.be	Jan Persijnstraat 6	Q1329623	cultural center		
Q33100182	4.57591	51.12502	BE	Q12460	CC Lier	Lier	88790786	https://www.lierscultuurcentrum.be/	Aarschotsesteenweg 3	Q1329623	cultural center		
Q33100182	4.575666	51.125131	BE	Q12460	CC Lier	Lier	88790786	https://www.lierscultuurcentrum.be/	Aarschotsesteenweg 3	Q1329623	cultural center		
Q33100188	4.450906	51.227016	BE	Q12892	Cinema Rix	Antwerp		https://www.ccdeurne.be/cinema_rix	De Gryspeerstraat 86	Q1329623	cultural center		
Q33100188	4.450908	51.227203	BE	Q12892	Cinema Rix	Antwerp		https://www.ccdeurne.be/cinema_rix	De Gryspeerstraat 86	Q1329623	cultural center		
Q33100188	4.450908	51.227203	BE	Q12892	Cinema Rix	Antwerp		https://deklap.be/pQJLIB/cinema-rix/cinema-rix	De Gryspeerstraat 86	Q1329623	cultural center		
Q33100188	4.450906	51.227016	BE	Q12892	Cinema Rix	Antwerp		https://deklap.be/pQJLIB/cinema-rix/cinema-rix	De Gryspeerstraat 86	Q1329623	cultural center		
Q33100191	3.712376	51.055301	BE	Q1296	Spaans Huis	Ghent			Hoogstraat 75	Q1329623	cultural center		
Q33100195	5.163998	51.170822	BE	Q723651	VC De Kruierie	Balen			Bevrijdingsstraat 1	Q1378975	convention center		
Q33100196	4.342091	50.854752	BE	Q180775	Matrix Art Project	Molenbeek			Quai aux Charbonnages 30/34	Q1329623	cultural center		
Q33100196	4.342091	50.854752	BE	Q239	Matrix Art Project	City of Brussels			Koolmijnenkaai 30/34	Q1329623	cultural center		
Q33100196	4.342091	50.854752	BE	Q239	Matrix Art Project	City of Brussels			Quai aux Charbonnages 30/34	Q1329623	cultural center		
Q33100196	4.342091	50.854752	BE	Q180775	Matrix Art Project	Molenbeek			Koolmijnenkaai 30/34	Q1329623	cultural center		
Q33100198	4.332315	50.741564	BE	Q692168	Cultuurcentrum De Meent	Beersel	813895596	https://www.demeent.be/	Gemeenveldstraat 34	Q1329623	cultural center		
Q33100199	5.479174	51.024123	BE	Q478795	CC Houthalen-Oost	Houthalen-Helchteren			Kastanjestraat 7	Q1329623	cultural center		
Q33100201	4.447344	51.171089	BE	Q688781	Mark Liebrecht Schouwburg	Mortsel			Heilig Kruisstraat 16	Q1329623	cultural center		
Q33100203	4.636786	50.446845	BE	Q650185	CRAC's - Centre Culturel de Sambreville	Sambreville		http://www.cracs.eu/	Rue de l'Hôtel de ville 3	Q1329623	cultural center		
Q33100204	5.323606	51.026466	BE	Q319792	Cultuurcentrum Muze	Heusden-Zolder		http://www.muze.be/	Dekenstraat 40	Q1329623	cultural center		
Q33100204	5.323639	51.026528	BE	Q319792	Cultuurcentrum Muze	Heusden-Zolder		http://www.muze.be/	Dekenstraat 40	Q1329623	cultural center		
Q33100206	4.353164	50.907183	BE	Q633063	CC Strombeek	Grimbergen		https://www.ccstrombeek.be/	Gemeenteplein z/n	Q1329623	cultural center		
Q33100209	3.992433	51.104641	BE	Q12910	CC Lokeren	Lokeren	911351582	https://ccl.lokeren.be/	Torenstraat 1	Q1329623	cultural center		
Q33100211	3.239722	50.804304	BE	Q12995	OC Marke	Kortrijk		http://www.kortrijk.be/adressen/ontmoetingscentrum-marke	Hellestraat 6	Q1329623	cultural center	10151998933	
Q33100214	2.821072	51.186986	BE	Q492369	CC De Branding	Middelkerke			Populierenlaan 35	Q1329623	cultural center		
Q33100216	4.176033	51.112783	BE	Q823623	CC Temse	Temse		https://www.cultuurcentrumtemse.be/	Antwerpsesteenweg 7	Q1329623	cultural center		
Q33100217	3.21249	50.956069	BE	Q639974	Cultuurkapel De Schaduw	Ardooie		http://deschaduw.be/	Wezestraat 32	Q1329623	cultural center		
Q33100217	3.21249	50.956069	BE	Q639974	Cultuurkapel De Schaduw	Ardooie		http://www.deschaduw.net/	Wezestraat 32	Q1329623	cultural center		
Q33100218	5.590416	51.089516	BE	Q125979	CC Meeuwen-Gruitrode	Meeuwen-Gruitrode		http://cultuurpunt.meeuwen-gruitrode.be/	Royerplein 1	Q1329623	cultural center		
Q33100221	3.883742	50.885617	BE	Q587979	CC De Steenoven	Herzele	151403345	http://steenoven.herzele.be/	Kerkkouter 40	Q1329623	cultural center		
Q33100222	4.3717	50.851128	BE	Q272243	Maison des Sourds	Saint-Josse-ten-Noode			Saksen-Coburgstraat 38	Q1329623	cultural center		
Q33100222	4.3717	50.851128	BE	Q272243	Maison des Sourds	Saint-Josse-ten-Noode			Rue Saxe-Cobourg 38	Q1329623	cultural center		
Q33100223	4.423279	51.252996	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.bloc2030.be/	Columbiastraat 110	Q230752	auditorium		
Q33100223	4.423263	51.248415	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.bloc2030.be/	Columbiastraat 110	Q230752	auditorium		
Q33100223	4.423263	51.248415	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.coluchtbal.be/	Columbiastraat 110	Q230752	auditorium		
Q33100223	4.423279	51.252996	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.coluchtbal.be/	Columbiastraat 110	Q230752	auditorium		
Q33100223	4.423279	51.252996	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.coluchtbal.be/	Columbiastraat 110	Q1329623	cultural center		
Q33100223	4.423263	51.248415	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.coluchtbal.be/	Columbiastraat 110	Q1329623	cultural center		
Q33100223	4.423263	51.248415	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.bloc2030.be/	Columbiastraat 110	Q1329623	cultural center		
Q33100223	4.423279	51.252996	BE	Q12892	CC Luchtbal	Antwerp	23374043	https://www.bloc2030.be/	Columbiastraat 110	Q1329623	cultural center		
Q33100226	3.562757	51.186667	BE	Q12440	CC De Herbakker	Eeklo	543937367		Pastoor De Nevestraat 10	Q1329623	cultural center		
Q33100228	4.43772	51.215393	BE	Q12892	De Rijtuigmakerij	Antwerp			Kattenberg 79-81	Q1329623	cultural center		
Q33100231	4.437618	51.250617	BE	Q12892	Cultuurcentrum Merksem	Antwerp	104998321	http://www.ccmerksem.be	Nieuwdreef 135	Q1329623	cultural center		
Q33100231	4.437618	51.250617	BE	Q12892	Cultuurcentrum Merksem	Antwerp	104998321	https://www.ccmerksem.be/	Nieuwdreef 135	Q1329623	cultural center		
Q33100234	4.43838	51.220139	BE	Q12892	Sering	Antwerp		http://www.sering.be/	Groeningerplein 2	Q1329623	cultural center		
Q33100236	4.753207	50.827432	BE	Q729929	CC De Borre	Bierbeek		https://www.ccdeborre.be/	Speelpleinstraat 10	Q1329623	cultural center		
Q33100240	5.171567	51.040852	BE	Q242407	CC Beringen	Beringen		http://www.ccberingen.be	Tessenderlosesteenweg 18	Q1329623	cultural center		
Q33100244	3.733171	51.061481	BE	Q1296	CAMPO Boma	Ghent			Bomastraat 35	Q1329623	cultural center		
Q33100246	3.606681	50.845303	BE	Q12992	CC De Woeker	Oudenaarde	379412769	http://www.oudenaarde.be/de-woeker	Woeker 3	Q1329623	cultural center		
Q33100247	4.696245	50.879805	BE	Q118958	Wagehuys	Leuven		http://www.30cc.be/	Brusselsestraat 63	Q1329623	cultural center		
Q33100247	4.696473	50.880122	BE	Q118958	Wagehuys	Leuven		http://www.30cc.be/	Brusselsestraat 63	Q1329623	cultural center		
Q33100248	5.389963	50.859664	BE	Q819139	CC Kortessem	Kortessem	336755068		Kerkplein 14	Q1329623	cultural center		
Q33100249	4.097611	51.031631	BE	Q13122	CC Belgica	Dendermonde	186632877	http://www.ccbelgica.be/	Kerkstraat 24	Q1329623	cultural center		
Q33100251	4.34483	51.201584	BE	Q244690	OC 't Waaigat	Zwijndrecht		http://www.zwijndrecht.be	Kerkplein 1	Q1329623	cultural center		
Q33100252	4.185297	50.478826	BE	Q211572	Central – Le Théâtre	La Louvière		https://www.cestcentral.be/	Place Communale 22	Q1329623	cultural center		
Q33100260	3.398233	50.837989	BE	Q614274	CC Anzegem	Anzegem	741057392		Ommersheimplein	Q1329623	cultural center		
Q33100261	3.379669	50.605075	BE	Q173219	Maison de la Culture	Tournai		http://www.maisonculturetournai.com/	Boulevard des Frères Rimbaut 2	Q1329623	cultural center		
Q33100261	3.379669	50.605075	BE	Q173219	Maison de la Culture	Tournai		http://www.maisonculturetournai.com/	Avenue des Frères Rimbaut 2	Q1329623	cultural center		
Q33100263	4.414707	51.227225	BE	Q12892	Fins Cultureel Centrum	Antwerp			Italiëlei 69	Q1329623	cultural center		
Q33100265	4.839703	50.988094	BE	Q273442	CC 't Gasthuis	Aarschot	191577157	http://www.hetgasthuis.be/	Gasthuistraat 22	Q1329623	cultural center		
Q33100267	4.835787	51.177301	BE	Q383723	Cultuurcentrum 't Schaliken	Herentals			Grote Markt 35	Q1329623	cultural center		
Q33100268	3.886607	51.006555	BE	Q643980	CC Nova	Wetteren	220797940	http://www.ccnovawetteren.be	Molenstraat 2 B	Q1329623	cultural center		
Q33100269	5.588664	51.007363	BE	Q696591	CC As	As				Q1329623	cultural center		
Q33100270	2.876106	50.849265	BE	Q102728	CC Acci	Ypres			Maarschalk Fochlaan 1	Q1329623	cultural center		
Q33100270	2.876106	50.849265	BE	Q102728	CC Acci	Ypres			Fochlaan 1	Q1329623	cultural center		
Q33100271	3.222092	51.209667	BE	Q12994	Cultuurcentrum Brugge	Bruges		http://www.ccbrugge.be/	Sint-Jakobsstraat 20-26	Q1329623	cultural center		
Q33100276	4.566547	50.665474	BE	Q329642	Centre Culturel d'Ottignies	Ottignies-Louvain-la-Neuve		http://www.poleculturel.be/	Avenue des Combattants 41	Q1329623	cultural center		
Q33100281	5.486467	50.964651	BE	Q189692	CC Genk	Genk			Dieplaan 2	Q1329623	cultural center		
Q33100282	4.360837	51.063929	BE	Q695278	CC De Ster	Willebroek		http://ccdester.willebroek.be/	Pastorijstraat 1	Q1329623	cultural center	3801343124	
Q33100283	2.904224	51.227078	BE	Q12996	Droge Coo	Ostend		http://www.vrijstaat-o.be/	Koninklijke Gaanderijen, Zeedijk	Q1329623	cultural center		
Q33100285	2.85993	51.034204	BE	Q215244	Muziekclub 4AD	Diksmuide		http://www.4ad.be/	Kleine Dijk 57	Q1329623	cultural center		
Q33100285	2.860058	51.034147	BE	Q215244	Muziekclub 4AD	Diksmuide		http://www.4ad.be/	Kleine Dijk 57	Q1329623	cultural center		
Q33100287	4.338972	50.82778	BE	Q237674	Ateliers Claus	Saint-Gilles - Sint-Gillis				Q1329623	cultural center		
Q33100293	4.979655	51.028101	BE	Q932020	Zaal Sint-Jan	Scherpenheuvel-Zichem			Prelaatstraat	Q1378975	convention center		
Q33100300	3.162287	51.14507	BE	Q184287	Kunsthalle Lophem	Zedelgem			Torhoutsesteenweg 52-A	Q1329623	cultural center		
Q33100304	3.723378	50.980781	BE	Q187755	GC 't Groenendal	Merelbeke		http://xtra.merelbeke.be/	Brandgems Ham 5	Q1329623	cultural center		
Q33100307	3.886263	51.006575	BE	Q643980	CC De Poort	Wetteren	220846163		Markt 27	Q1329623	cultural center		
Q33100308	4.280409	50.882613	BE	Q515710	CC den Horinck	Asse	66536778		Noorderlaan 20	Q1329623	cultural center		
Q33100310	3.730145	51.056134	BE	Q1296	CAMPO Nieuwpoort	Ghent			Nieuwpoort 31-35	Q1329623	cultural center		
Q33100318	4.453433	51.245278	BE	Q12892	Jongeren- & Cultuurcentrum Bouckenborgh	Antwerp		https://www.bouckenborgh.be/	Bredabaan 561B	Q1329623	cultural center		
Q33100320	4.425516	51.203439	BE	Q12892	Rataplan Theaterwerkplaats	Antwerp			Rodenbachstraat 19B	Q1329623	cultural center		
Q33100324	5.528752	50.997778	BE	Q189692	Kunstencentrum Tor	Genk		http://www.toronline.be	André Dumontlaan 2	Q1329623	cultural center		
